(499, 856)
(500, 856)
(501, 856)
(502, 856)
(505, 857)
(506, 857)
(510, 858)
(512, 858)
(513, 858)
(515, 858)
(517, 858)
(518, 859)
(522, 859)
(525, 860)
(531, 860)
(532, 860)
(534, 862)
(539, 863)
(541, 863)
(542, 864)
(544, 864)
(549, 864)
(554, 865)
(565, 865)
(566, 865)
(571, 865)
(572, 865)
(587, 865)
(592, 865)
(594, 865)
(598, 865)
(601, 865)
(611, 865)
(616, 865)
(630, 863)
(634, 863)
(643, 862)
(647, 860)
(656, 860)
(666, 860)
(676, 859)
(687, 859)
(693, 857)
(709, 856)
(713, 856)
(718, 856)
(724, 856)
(728, 854)
(737, 854)
(758, 854)
(762, 854)
(767, 854)
(775, 853)
(778, 853)
(780, 853)
(785, 853)
(790, 853)
(792, 853)
(797, 853)
(809, 851)
(811, 851)
(818, 850)
(830, 847)
(843, 846)
(848, 846)
(869, 843)
(874, 841)
(876, 841)
(881, 840)
(889, 840)
(894, 838)
(896, 838)
(901, 837)
(903, 837)
(911, 835)
(917, 835)
(921, 835)
(922, 835)
(925, 834)
(926, 834)
(931, 834)
(935, 834)
(938, 834)
(943, 834)
(949, 833)
(959, 833)
(960, 832)
(963, 831)
(967, 831)
(971, 830)
(973, 830)
(975, 830)
(976, 830)
(979, 830)
(981, 830)
(982, 830)
(983, 830)
(984, 830)
(987, 830)
(988, 830)
(991, 830)
(997, 830)
(1002, 831)
(1006, 832)
(1009, 834)
(1014, 837)
(1020, 838)
(1021, 838)
(1022, 839)
(1024, 840)
(1028, 843)
(1044, 853)
(1046, 855)
(1049, 856)
(1052, 857)
(1055, 860)
(1057, 862)
(1059, 863)
(1064, 865)
(1068, 866)
(1076, 870)
(1079, 872)
(1084, 873)
(1087, 874)
(1088, 875)
(1090, 877)
(1100, 881)
(1102, 882)
(1107, 883)
(1108, 884)
(1109, 884)
(1111, 884)
(1112, 885)
(1117, 888)
(1119, 889)
(1120, 890)
(1124, 891)
(1125, 891)
(1128, 892)
(1133, 893)
(1134, 893)
(1135, 893)
(1139, 894)
(1140, 894)
(1141, 894)
(1149, 894)
(1151, 894)
(1156, 894)
(1161, 894)
(1164, 894)
(1165, 894)
(1167, 894)
(1170, 894)
(1172, 894)
(1175, 894)
(1178, 893)
(1180, 893)
(1186, 892)
(1189, 892)
(1192, 892)
(1195, 889)
(1200, 889)
(1203, 888)
(1207, 888)
(1209, 888)
(1216, 886)
(1217, 885)
(1220, 885)
(1226, 885)
(1228, 884)
(1231, 884)
(1232, 884)
(1237, 883)
(1239, 883)
(1241, 881)
(1249, 878)
(1252, 876)
(1255, 875)
(1256, 874)
(1257, 873)
(1261, 871)
(1265, 868)
(1266, 868)
(1267, 867)
(1268, 866)
(1268, 865)
(1270, 862)
(1270, 861)
(1272, 857)
(1275, 857)
(1276, 857)
(1278, 857)
(1281, 858)
(1283, 858)
(1285, 858)
(1287, 860)
(1292, 860)
(1298, 861)
(1307, 864)
(1310, 864)
(1321, 867)
(1336, 874)
(1346, 877)
(1352, 879)
(1357, 881)
(1360, 882)
(1361, 883)
(1375, 891)
(1380, 892)
(1383, 892)
(1390, 894)
(1395, 894)
(1398, 894)
(1402, 894)
(1407, 894)
(1414, 895)
(1422, 895)
(1429, 895)
(1431, 895)
(1436, 895)
(1439, 895)
(1442, 895)
(1444, 895)
(1447, 895)
(1449, 895)
(1452, 895)
(1454, 895)
(1457, 893)
(1461, 892)
(1466, 892)
(1467, 892)
(1470, 892)
(1472, 891)
(1474, 890)
(1477, 890)
(1480, 889)
(1490, 884)
(1493, 882)
(1499, 878)
(1504, 874)
(1512, 868)
(1516, 865)
(1519, 862)
(1523, 859)
(1526, 856)
(1531, 853)
(1535, 850)
(1538, 846)
(1547, 836)
(1550, 833)
(1551, 830)
(1560, 813)
(1562, 804)
(1562, 801)
(1562, 799)
(1562, 797)
(1562, 796)
(1562, 794)
(1557, 788)
(1553, 782)
(1552, 782)
(1549, 781)
(1548, 781)
(1547, 781)
(1546, 780)
(1545, 780)
(1543, 780)
(1541, 780)
(1535, 780)
(1533, 780)
(1531, 781)
(1530, 781)
(1530, 783)
(1529, 786)
(1529, 788)
(1529, 794)
(1529, 798)
(1529, 800)
(1529, 803)
(1529, 813)
(1529, 823)
(1529, 828)
(1529, 834)
(1529, 841)
(1529, 844)
(1529, 849)
(1529, 852)
(1527, 854)
(1526, 860)
(1524, 863)
(1522, 866)
(1518, 870)
(1517, 873)
(1514, 874)
(1510, 880)
(1507, 881)
(1506, 884)
(1498, 888)
(1495, 889)
(1492, 891)
(1481, 895)
(1472, 900)
(1467, 901)
(1463, 901)
(1448, 904)
(1442, 905)
(1422, 907)
(1416, 907)
(1408, 907)
(1391, 910)
(1369, 910)
(1358, 912)
(1334, 912)
(1320, 912)
(1280, 912)
(1266, 912)
(1237, 912)
(1199, 912)
(1188, 911)
(1177, 910)
(1166, 910)
(1134, 903)
(1127, 900)
(1120, 896)
(1114, 893)
(1107, 890)
(1094, 876)
(1087, 864)
(1085, 859)
(1084, 857)
(1080, 844)
(1080, 842)
(1080, 839)
(1080, 837)
(1080, 834)
(1080, 823)
(1080, 821)
(1081, 819)
(1084, 817)
(1085, 816)
(1086, 813)
(1092, 808)
(1097, 807)
(1102, 807)
(1111, 804)
(1120, 803)
(1124, 801)
(1129, 801)
(1133, 801)
(1137, 801)
(1140, 800)
(1153, 800)
(1170, 798)
(1178, 798)
(1184, 798)
(1189, 798)
(1191, 799)
(1198, 800)
(1199, 800)
(1201, 801)
(1204, 803)
(1205, 806)
(1205, 814)
(1205, 816)
(1205, 820)
(1204, 826)
(1203, 830)
(1200, 839)
(1199, 842)
(1196, 850)
(1191, 856)
(1188, 860)
(1177, 875)
(1169, 881)
(1165, 884)
(1158, 890)
(1134, 902)
(1127, 903)
(1121, 905)
(1115, 906)
(1109, 908)
(1084, 914)
(1067, 918)
(1058, 919)
(1050, 919)
(1041, 921)
(1032, 923)
(1016, 925)
(1007, 926)
(998, 928)
(989, 930)
(984, 930)
(978, 930)
(969, 930)
(960, 930)
(955, 930)
(953, 930)
(949, 930)
(948, 930)
(946, 930)
(941, 926)
(936, 923)
(933, 920)
(930, 917)
(929, 914)
(925, 909)
(922, 904)
(920, 901)
(917, 897)
(915, 894)
(909, 885)
(907, 882)
(901, 875)
(898, 872)
(893, 865)
(891, 862)
(888, 858)
(882, 848)
(874, 837)
(872, 835)
(871, 832)
(869, 825)
(869, 819)
(871, 817)
(872, 817)
(873, 817)
(874, 817)
(878, 815)
(883, 814)
(886, 814)
(890, 813)
(906, 813)
(909, 813)
(912, 813)
(914, 813)
(917, 813)
(922, 814)
(925, 814)
(932, 817)
(935, 818)
(938, 822)
(940, 823)
(942, 828)
(944, 833)
(944, 838)
(944, 842)
(944, 845)
(945, 849)
(945, 856)
(945, 865)
(943, 868)
(942, 873)
(938, 879)
(928, 890)
(923, 892)
(917, 895)
(910, 896)
(903, 898)
(884, 899)
(875, 901)
(859, 901)
(853, 901)
(847, 901)
(841, 901)
(833, 901)
(819, 901)
(811, 901)
(802, 901)
(792, 901)
(772, 900)
(764, 900)
(731, 898)
(660, 896)
(649, 894)
(624, 890)
(613, 889)
(590, 883)
(570, 877)
(536, 861)
(522, 853)
(518, 848)
(511, 843)
(506, 840)
(495, 830)
(490, 826)
(483, 818)
(479, 814)
(473, 807)
(432, 744)
(420, 718)
(415, 705)
(403, 669)
(403, 660)
(403, 655)
(403, 648)
(403, 646)
(403, 635)
(408, 628)
(411, 626)
(414, 625)
(417, 623)
(424, 621)
(428, 619)
(453, 613)
(459, 611)
(465, 610)
(480, 608)
(484, 608)
(497, 607)
(504, 607)
(508, 607)
(513, 607)
(518, 607)
(524, 607)
(529, 607)
(536, 609)
(540, 610)
(543, 612)
(547, 613)
(554, 618)
(557, 619)
(567, 630)
(571, 640)
(571, 644)
(573, 649)
(573, 658)
(576, 674)
(576, 676)
(576, 681)
(575, 686)
(574, 690)
(572, 693)
(572, 697)
(569, 704)
(567, 706)
(564, 708)
(562, 711)
(559, 714)
(557, 716)
(555, 718)
(545, 720)
(515, 726)
(497, 726)
(491, 728)
(485, 728)
(477, 728)
(449, 729)
(441, 729)
(427, 729)
(421, 729)
(403, 729)
(398, 729)
(388, 727)
(381, 725)
(374, 722)
(366, 716)
(361, 710)
(357, 705)
(349, 693)
(346, 688)
(345, 686)
(340, 677)
(339, 674)
(335, 667)
(330, 658)
(329, 655)
(326, 651)
(320, 641)
(316, 634)
(314, 631)
(313, 627)
(312, 624)
(310, 621)
(308, 610)
(306, 608)
(306, 600)
(306, 599)
(306, 598)
(325, 588)
(329, 587)
(335, 587)
(376, 582)
(426, 583)
(434, 583)
(453, 583)
(464, 583)
(503, 587)
(512, 588)
(557, 595)
(563, 597)
(572, 599)
(594, 609)
(613, 623)
(624, 637)
(626, 642)
(629, 650)
(631, 656)
(631, 660)
(633, 665)
(633, 670)
(633, 672)
(631, 682)
(631, 686)
(630, 689)
(628, 692)
(625, 695)
(623, 697)
(612, 708)
(593, 715)
(587, 717)
(548, 727)
(539, 729)
(530, 730)
(522, 732)
(513, 734)
(479, 737)
(457, 737)
(448, 737)
(441, 737)
(439, 737)
(438, 737)
(436, 736)
(433, 734)
(429, 727)
(425, 717)
(421, 706)
(419, 701)
(418, 693)
(416, 688)
(416, 684)
(413, 674)
(410, 663)
(409, 659)
(407, 648)
(404, 642)
(399, 629)
(398, 623)
(396, 617)
(393, 610)
(390, 606)
(388, 599)
(376, 567)
(375, 560)
(375, 556)
(374, 550)
(374, 545)
(374, 536)
(376, 534)
(381, 530)
(394, 527)
(397, 528)
(400, 527)
(402, 527)
(405, 527)
(429, 527)
(433, 527)
(442, 529)
(459, 532)
(463, 533)
(470, 535)
(476, 537)
(499, 544)
(510, 551)
(515, 554)
(527, 568)
(530, 572)
(533, 577)
(535, 581)
(538, 591)
(538, 602)
(538, 612)
(537, 616)
(534, 627)
(531, 631)
(525, 642)
(522, 647)
(519, 651)
(504, 666)
(501, 671)
(494, 676)
(489, 678)
(475, 685)
(466, 687)
(462, 688)
(445, 689)
(436, 691)
(432, 691)
(427, 692)
(394, 692)
(384, 692)
(378, 692)
(336, 689)
(330, 688)
(321, 682)
(320, 681)
(319, 679)
(319, 672)
(334, 655)
(350, 641)
(355, 638)
(359, 635)
(366, 630)
(372, 627)
(381, 619)
(386, 616)
(395, 610)
(409, 603)
(412, 603)
(414, 602)
(420, 600)
(423, 600)
(425, 600)
(428, 600)
(429, 600)
(431, 600)
(440, 601)
(443, 602)
(444, 603)
(457, 611)
(468, 628)
(471, 632)
(475, 643)
(477, 649)
(483, 666)
(484, 672)
(486, 678)
(487, 684)
(489, 689)
(490, 695)
(495, 713)
(495, 718)
(495, 722)
(495, 728)
(495, 737)
(495, 741)
(495, 745)
(493, 751)
(492, 753)
(449, 761)
(445, 761)
(441, 760)
(409, 754)
(405, 751)
(398, 748)
(376, 735)
(368, 731)
(363, 726)
(358, 722)
(349, 708)
(335, 672)
(334, 660)
(332, 654)
(332, 649)
(331, 631)
(331, 625)
(331, 621)
(333, 615)
(336, 604)
(337, 598)
(346, 583)
(361, 567)
(373, 554)
(380, 549)
(415, 525)
(424, 520)
(448, 508)
(535, 486)
(547, 485)
(596, 483)
(606, 483)
(628, 481)
(639, 481)
(681, 481)
(720, 489)
(729, 490)
(761, 502)
(770, 505)
(854, 562)
(863, 569)
(902, 600)
(914, 610)
(953, 647)
(972, 665)
(987, 682)
(1020, 720)
(1023, 726)
(1035, 738)
(1052, 755)
(1059, 764)
(1077, 774)
(1081, 777)
(1086, 780)
(1099, 785)
(1104, 787)
(1117, 789)
(1121, 790)
(1125, 790)
(1134, 790)
(1142, 790)
(1153, 790)
(1159, 790)
(1170, 790)
(1176, 790)
(1183, 790)
(1253, 779)
(1264, 777)
(1276, 773)
(1287, 769)
(1361, 755)
(1370, 751)
(1379, 747)
(1480, 689)
(1487, 681)
(1494, 674)
(1508, 662)
(1516, 652)
(1521, 645)
(1529, 638)
(1534, 628)
(1549, 603)
(1554, 594)
(1563, 580)
(1568, 557)
(1568, 537)
(1568, 531)
(1569, 525)
(1569, 513)
(1569, 507)
(1567, 500)
(1560, 485)
(1555, 470)
(1552, 461)
(1545, 447)
(1538, 434)
(1530, 421)
(1485, 365)
(1480, 360)
(1473, 353)
(1468, 349)
(1461, 343)
(1447, 333)
(1400, 302)
(1384, 293)
(1377, 290)
(1368, 286)
(1361, 283)
(1312, 268)
(1304, 267)
(1246, 258)
(1235, 258)
(1227, 258)
(1219, 258)
(1208, 259)
(1199, 259)
(1128, 276)
(1119, 279)
(1092, 300)
(1071, 316)
(1012, 385)
(991, 414)
(986, 423)
(980, 433)
(969, 454)
(950, 534)
(950, 542)
(1016, 623)
(1037, 630)
(1048, 632)
(1107, 641)
(1118, 641)
(1128, 641)
(1153, 641)
(1164, 641)
(1208, 637)
(1217, 635)
(1245, 631)
(1268, 630)
(1280, 630)
(1305, 627)
(1309, 627)
(1313, 627)
(1322, 627)
(1326, 627)
(1418, 650)
(1425, 658)
(1426, 661)
(1431, 668)
(1433, 674)
(1435, 685)
(1434, 697)
(1432, 707)
(1402, 733)
(1398, 735)
(1389, 736)
(1383, 738)
(1324, 749)
(1294, 753)
(1244, 759)
(1198, 763)
(1157, 768)
(1127, 770)
(1086, 774)
(1018, 775)
(998, 775)
(965, 775)
(933, 770)
(919, 767)
(904, 764)
(795, 716)
(786, 711)
(749, 682)
(736, 667)
(733, 662)
(727, 653)
(724, 649)
(720, 615)
(722, 610)
(740, 591)
(760, 579)
(810, 561)
(863, 549)
(877, 547)
(888, 545)
(911, 541)
(964, 540)
(1003, 545)
(1009, 546)
(1013, 549)
(1029, 562)
(1044, 580)
(1047, 585)
(1050, 589)
(1062, 613)
(1065, 622)
(1067, 626)
(1067, 629)
(1067, 633)
(1068, 642)
(1068, 646)
(1059, 673)
(1044, 691)
(1039, 696)
(1034, 700)
(1030, 705)
(997, 736)
(995, 739)
(988, 747)
(986, 750)
(985, 751)
(985, 752)
(985, 753)
(985, 754)
(986, 756)
(987, 756)
(999, 755)
(1010, 755)
(1030, 754)
(1038, 752)
(1044, 752)
(1051, 751)
(1057, 749)
(1069, 748)
(1120, 728)
(1128, 722)
(1130, 719)
(1138, 715)
(1140, 712)
(1145, 707)
(1150, 697)
(1152, 692)
(1153, 685)
(1155, 676)
(1153, 657)
(1153, 655)
(1151, 650)
(1144, 639)
(1140, 634)
(1138, 633)
(1128, 628)
(1116, 624)
(1112, 623)
(1108, 623)
(1103, 621)
(1097, 620)
(1072, 620)
(1068, 620)
(1050, 622)
(1047, 623)
(1042, 623)
(1041, 623)
(1037, 624)
